BANK,IFSC,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
ALLAHABAD BANK,ALLA0AU1312,ALLAHABAD UP GRAMIN -KAMALAPUR,"SITAPUR-LUCKNOW RD.VILL.& P.O.KAMALAPUR,SIDHAVLI TEH",8052302079,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1313,ALLAHABAD UP GRAMIN-PISAWAN,"PISAWAN,SITAPUR-261151",8052302080,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1314,ALLAHABAD UP GRAMIN -ARTHANA,"SITAPUR-HARDOI RD.VILL.& P.O.ARTHANA,MISRIKH TEH",8052302081,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1315,ALLAHABAD UP GRAMIN -NEEMSAR,"SITAPUR-HARDOI RD;MISRIKH CUM NIMSAR,MISRIKH TEH.",8052302082,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1316,ALLAHABAD UP GRAMIN-PURANA SITAPUR,"PURANA SITAPUR,KHAIRABAD,SITAPUR-261001",8052302083,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1317,ALLAHABAD UP GRAMIN -GOPALPUR,"SITHAULI-MISRIKH RD.,GOPALPUR,P.O.SAHOLI,TEH.SIDHAULI",8052302084,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1318,ALLAHABAD UP GRAMIN -KHANPUR KANKARI,"LAHARPUR-TAMBOUR RD,KHANPUR KANKARI,P.O.KHANPUR,TEH.BISWAN",8052302059,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1319,ALLAHABAD UP GRAMIN -SARAYAN SANI,"SITAPUR-BISWAN RD,SARAYAN SANI,TEH.SITAPUR",8052302085,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1320,ALLAHABAD UP GRAMIN -BEHMA,"SIDHAULI-MAHMUDABAD RD,BEHMA,TEH.MAHMUDABAD",8052302086,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1321,ALLAHABAD UP GRAMIN -SIRAULI,"SIRAULI,P.O.BHERAMADHAV,TEH.MAHMUDABAD",8052302087,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1322,ALLAHABAD UP GRAMIN -SAHADAT NAGAR,"HARGAON-MAHOLI RD,SAHADATNAGAR,TEH.SITAPUR",8052302088,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1323,ALLAHABAD UP GRAMIN -KHAGESIAMAU,"EITAPUR-SHAHJAHANPUR RD,KHAGESIAMAU,TEH.SITAPUR",8052302089,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1324,ALLAHABAD UP GRAMIN -BAHADURNAGAR,"PISAWAN KABUTNAGAR ROAD,BAHADURNAGAR,TEH.MISRIKH",8052302090,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1325,ALLAHABAD UP GRAMIN -GANGAPURWA,"REOSA,GANGAPURWA,P.O.PANDIT PURWA,TEH.BISWAN",8052302091,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1326,ALLAHABAD UP GRAMIN -BAHADURGANJ,"MAHMADABAD-BAHADURGANJ RD,BAHADURGANJ,TEH.MAHMADABAD",8052302092,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1327,ALLAHABAD UP GRAMIN -BILARIA,"KESARIGANG-SHAHPUR RD,BILARIA,TEH.SITAPUR",8052302093,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1328,ALLAHABAD UP GRAMIN -BANNIKHARAILA,"MANPUR-MAHARAJNAGAR RD,BANNI KHARAILA,TEH.BISWAN",8052302094,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1329,ALLAHABAD UP GRAMIN -TIKRA,"SIDHAULI RD,TIKRA,TEH.BISWAN",8052302095,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1330,ALLAHABAD UP GRAMIN -HAIDERPUR,"HARGAON-HAIDERPUR RD,HAIDERPUR,TEH.SITAPUR",8052302096,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1331,ALLAHABAD UP GRAMIN -BABUPUR,"BISWAN MAHMOODABAD RD,BABUPUR,TEH.MAHMOODABAD",8052302097,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1332,ALLAHABAD UP GRAMIN -RATAUSIA,"SITAPUR-SHAJAHANPUR RD,RATAUSIA,P.O.MAIKA KHERA,TEH.MISRIKH,261505",8052302098,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1333,ALLAHABAD UP GRAMIN -HALIM NAGAR,"JAHANGIRABAD-GWARI MARG,HALIM NAGAR,P.O.GWARI,TEH.BISWAN,261205",8052302099,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1334,ALLAHABAD UP GRAMIN -SUHETARA,"GRAMEEN GODAM,SUHETARA,P.O.KHAIRABAD,TEH.SITAPUR",8052302100,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1335,ALLAHABAD UP GRAMIN -MANDARUA,"BURMI-CHANDRAWAL ROAD,MADARUA,TEH.MISRIKH",8052302222,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1336,ALLAHABAD UP GRAMIN -INDRAULI,"INDRAULI,TEH.MISRIKH",8052302102,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1337,ALLAHABAD UP GRAMIN -KURSI,"KURSI,TEH.MISRIKH,261503",8052302103,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1338,ALLAHABAD UP GRAMIN -ITAUA,"ITAUA,TEH.BISWAN,261136",8052302104,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1339,ALLAHABAD UP GRAMIN -MADNAPUR,"MADNAPUR,TEH.BISWAN,261145",8052302105,SITAPUR,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1340,ALLAHABAD UP GRAMIN -RAIPUR,"SITAPUR HARDOI RD,RAIPUR,P.O.MAINASI SARAYAN,TEH.SITAPUR",8052302106,SITAPUR,SITAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1342,ALLAHABAD UP GRAMIN-TALBAGHEL/RPK,"TALBAGHEL,KOT BAZAR,PAYAGPUR,BAHRAICH-271801",8052302180,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1344,ALLAHABAD UP GRAMIN- BAHRAICH,"CHHITTAURA,BAHRAICH-271801",8052302111,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1345,ALLAHABAD UP GRAMIN-NANPARA,"NANPARA,BALHA,BAHRAICH-271865",8052302112,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1346,ALLAHABAD UP GRAMIN-PAYAGPUR,"PAYAGPUR,BAHRAICH-271871",8052302113,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1347,ALLAHABAD UP GRAMIN-MIHINPURWA,"MIHINPURWA,BAHRAICH-271855",8052302114,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1348,ALLAHABAD UP GRAMIN -KUNDASAR,"AT & POST-KUNDASAR,TEH-KASHARGANJ.",8052302115,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1349,ALLAHABAD UP GRAMIN-RUPAIDIHA,"RUPAIDIHA,NAWABGANJ,BAHRAICH-271881",8052302116,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1350,ALLAHABAD UP GRAMIN -SHIVPUR,"SHIVPUR,TEH.NANPARA",8052302117,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1351,ALLAHABAD UP GRAMIN-CIVIL LINE(BRH),"CIVIL LINES,CHHITTAURA,BAHRAICH-271801",8052302118,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1352,ALLAHABAD UP GRAMIN -JAMUNAHA,"AT & POST-JAMUNHA,NANPARA TEH.",8052302119,BAHRAICH,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1353,ALLAHABAD UP GRAMIN -MAHASI,"AT & POST-MAHASI,KAISARGANJ TEH.",8052302120,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1354,ALLAHABAD UP GRAMIN -ASHWAMOHAMADPUR,"AT & POST-ASHWAMOHAMADPUR,NANPARA TEH.",8052302121,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1355,ALLAHABAD UP GRAMIN -CHAFFARIA,"AT & POST-CHAFFARIA,NANPARA TEH.",8052302122,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1356,ALLAHABAD UP GRAMIN -SONWA,"AT & POST-SONWA,BAHRAICH TEH.",8052302123,BAHRAICH,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1357,ALLAHABAD UP GRAMIN -KHAJURAR,"AT & POST-KHAJURAR,BISHESHWARGANJ DEVL.BLOCK.",8052302124,SHRAVASTI,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1358,ALLAHABAD UP GRAMIN -NASIRGANJ(NASIRGANJ MAHADEVA),"VILL & POST-NASIRGANJ,NANPARA TEH.",8052302125,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1359,ALLAHABAD UP GRAMIN -LAKSHAMANPUR BAZAR,"VILL & P.O.LAKSHAMANPUR,BAZAR,TEH-BHINGA",8052302126,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1360,ALLAHABAD UP GRAMIN -RAMPURWA,"VILL & P.O.RAMPURWA,TEH-KESARGANJ",8052302127,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1361,ALLAHABAD UP GRAMIN -GANGWAL,"VILL & P.O.GANGWAL,TEH-BAHRAICH",8052302128,SHRAVASTI,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1362,ALLAHABAD UP GRAMIN -BADRAULI,"VILL & P.O.BADRAULI,TEH-KESARGANJ",8052302129,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1363,ALLAHABAD UP GRAMIN -BHANGHA,"VILL & P.O.BHANGA,TEH-BHINGA",8052302130,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1364,ALLAHABAD UP GRAMIN-HARDATT NAGAR,"HARDATTNAGAR,JAMUNAHA,SRAVASTI-271875",8052302131,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1365,ALLAHABAD UP GRAMIN -PANDEPURWA,"AT & POST-PANDEPURWA,BHINGA TEH.",8052302132,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1366,ALLAHABAD UP GRAMIN -KHUTEHNA,"POST-SARSA,AT-KHUTEHNA,BAHRAICH TEH",8052302133,SHRAVASTI,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1367,ALLAHABAD UP GRAMIN-HUZOOR PUR,"HAJOORPUR, BAHRAICH-271872",8052302134,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1368,ALLAHABAD UP GRAMIN-JAITAPUR,"JAITAPUR,FAKARPUR,BAHRAICH-271902",8052302135,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1369,ALLAHABAD UP GRAMIN -J.C. KATGHARA,AT &POST JAICHANDPUR KATGHARA;TEH.BAHRAICH,8052302136,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1370,ALLAHABAD UP GRAMIN-URRA,"URRA,MIHINPURWA,BAHRAICH-271855",8052302134,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1371,ALLAHABAD UP GRAMIN-SHANKAR PUR,"SHANKAR PUR,AMAVA MAULVI,BALHA,BAHRAICH-271882",8052302138,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1372,ALLAHABAD UP GRAMIN -BEHRA,"BEHRA,TEH.NANPARA",8052302139,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1373,ALLAHABAD UP GRAMIN -CHARDA,"CHARDA,TEH.NANPARA",8052302140,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1374,ALLAHABAD UP GRAMIN -TULSIPUR,"TULSIPUR,TEH.BAHRAICH.",8052302141,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1375,ALLAHABAD UP GRAMIN -GAIGHAT,"GAIGHAT,TEH.NANPARA",8052302142,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1376,ALLAHABAD UP GRAMIN -MAROCHA,"MAROCHA,P.O.RAIPURA,TEH.KAISARGANJ",8052302143,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1377,ALLAHABAD UP GRAMIN -GANDARA,"GANDARA,TEH.KAISARGANJ",8052302144,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1378,ALLAHABAD UP GRAMIN -BHILAURA BASU,"BHILAURA BASU,TEH.KAISARGANJ",8052302145,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1379,ALLAHABAD UP GRAMIN -RAIPUR THALIA,"RAIPUR THALIA,TEH.KAISARGANJ",8052302146,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1380,ALLAHABAD UP GRAMIN -JARWAL KASBA,"JARWAL P.O.JARWAL TOWN,",8052302147,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1381,ALLAHABAD UP GRAMIN -KANDAILA,"KANDAILA,TEH.KAISARGANJ",8052302148,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1382,ALLAHABAD UP GRAMIN -GHURMA PARSIA,"GHURMA PARSIA,TEH.BAHRAICH",8052302149,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1383,ALLAHABAD UP GRAMIN -PAHELWARA  (P.B. ADDA),"PAHELWARA,TEH.BAHRAICH",8052302150,SHRAVASTI,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1384,ALLAHABAD UP GRAMIN -BHAGGARWA BAZAR,"BHAGGARWA BAZAR,TEH.BAHRAICH",8052302151,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1385,ALLAHABAD UP GRAMIN -KUTTI PREMDAS,"KUTTI PREMDAS,TEH.BAHRAICH",8052302152,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1386,ALLAHABAD UP GRAMIN -BEGAM PUR,"BEGAMPUR,TEH.BAHRAICH",8052302153,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1387,ALLAHABAD UP GRAMIN -PURENA,"PURENA,TEH.BAHRAICH,271801",8052302184,SHRAVASTI,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1388,ALLAHABAD UP GRAMIN -ITAHA(BASTHANWA),"BASTHANWA, SHIVPURPAKARA DEWARIA",8052302155,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1389,ALLAHABAD UP GRAMIN -GAMBHIRWA BAZAR,"GAMBHIRWA BAZAR,TEH.BAHRAICH.,271801",8052302156,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1390,ALLAHABAD UP GRAMIN-SUBHIKHA,"GILAULA, SRAVASTI-271835",8052302157,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1391,ALLAHABAD UP GRAMIN -RATNAPUR,"RATNAPUR,TEH.BAHRAICH,271801",8052302158,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1392,ALLAHABAD UP GRAMIN -KHAIRA BAZAR,"KHAIRA BAZAR,TEH.KAISARGANJ,271801",8052302159,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1393,ALLAHABAD UP GRAMIN -LAXMAN NAGAR,"LAXMAN NAGAR,P.O.FATWAPUR,TEH.BAHRAICH,271801",8052302160,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1394,ALLAHABAD UP GRAMIN -GOTHWA,"GOTHWA,P.O.271801,TEH.BHINGA",8052302161,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1395,ALLAHABAD  UP GRAMIN-TILAKPUR,"BEERPUR KHAIRANIA,TILAKPUR,P.O.271801,TEH.BAHRAICH",8052302162,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1396,ALLAHABAD UP GRAMIN-FAKHAR PUR,"FAKHERPUR,BAHRAICH-271902",8052302163,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1397,ALLAHABAD  UP GRAMIN-HARDI,"HARDI,TEH.KAISARGANJ,271801",8052302164,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1398,ALLAHABAD  UP GRAMIN-BEERPUR,"BEERPUR,P.O.BEERPUR-LAKHAHI,TEH.BAHRAICH,271801",8052302165,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1399,ALLAHABAD  UP GRAMIN-K.B.GANJ (R.B. PUR),VILLAGE BISHUNPUR RAHUKALPIPARA 271801,8052302166,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1400,ALLAHABAD  UP GRAMIN-JOKHAWA BAZAR,"JOKHAWA BAZAR,TEH.BHINGA,271801",8052302167,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1401,ALLAHABAD  UP GRAMIN-GOORH,VILLAGE GOORHGORH,8052302168,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1402,ALLAHABAD  UP GRAMIN-LAUKI,VILLAGE BHOOPATPUR CHAUKIBHUPATPUR CHAUKI (LAUKI),8052302169,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1403,ALLAHABAD  UP GRAMIN-GAJADHARPUR,"GAJADHARPUR,TEH.KAISAR GANJ,271801",8052302170,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1404,ALLAHABAD UP GRAMIN-KAISERGANJ,"KAISARGANJ,BAHRAICH-271801",8052302171,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1405,ALLAHABAD UP GRAMIN-BHINGA,"BHINGA,HARIHAR RANI,SRAVASTI-271831",8052302172,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1406,ALLAHABAD UP GRAMIN-JARWAL ROAD,"JARWAL ROAD,JARWAL,BAHRAICH-271901",8052302173,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1407,ALLAHABAD  UP GRAMIN-J.P. SHERE BECHEI,"JAGANNATHPUR SHARE BECHYI,TEH.NANPARA,271865",8052302174,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1408,ALLAHABAD  UP GRAMIN-LAUKAHI,"BAHRAICH-GONDA-HOOJURPUR,LAUKAHI,TEH.BAHRAICH,271801",8052302175,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1409,ALLAHABAD UP GRAMIN-NEWADA,"NEWADA,TEJWAPUR,BAHRAICH-110751",8052302176,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1410,ALLAHABAD UP GRAMIN-DEEHA,"DIHA,CHHITTAURA,BAHRAICH-271801",8052302177,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1411,ALLAHABAD UP GRAMIN-KANCHHAR/MTAK,"MUDERWA THAKURAIN, BISHESHWARGANJ,BAHRAICH-271821",8052302178,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1412,ALLAHABAD UP GRAMIN-TENDWA BASANT PUR,"TENDWA BASANTPUR,TEJWAPUR,BAHRAICH-271801",8052302179,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1413,ALLAHABAD  UP GRAMIN-RAJAPUR KALAN,"P.H.RAJAPUR KALAN RD,RAJAPUR KALAN,TEH.BAHRAICH",8052302107,SHRAVASTI,BISWAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1414,ALLAHABAD  UP GRAMIN-NARSINGH DIHA,"BAHRAICH-RISIA RD,NARSINGH DIHA,P.O.DIHWA,TEH.NANPARA",8052302182,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1415,ALLAHABAD UP GRAMIN-SISAI SALON,"RISIA,BAHRAICH-271875",8052302181,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1416,ALLAHABAD UP GRAMIN-MAJHAWA,"MAJHAUA,IKAUNA,SRAVASTI-271845",8052302183,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1417,ALLAHABAD  UP GRAMIN-GADWA,"BAHRAICH-KATAI GHAT,GADWA,TEH.KAISAR GANJ",8052302186,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1418,ALLAHABAD  UP GRAMIN-PURAINEE,"KAISAR GANJ PAYOGPUR RD,PURAINEE,TEH.KAISERGANJ",8052302154,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1419,ALLAHABAD UP GRAMIN-MAHARAJ GANJ,"MAHARAJGANJ,MAHSI,BAHRAICH-271825",8052302185,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1420,ALLAHABAD UP GRAMIN-MACHHIYAHI,"MACHHIYAHI,CHILWARIA,CHHITTAURA,BAHRAICH-271870",8052302187,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1421,ALLAHABAD  UP GRAMIN-CHAKUJOT,"BAHRAICH-HUZOORPUR RD.,CHAKUJOT,TEH.KAISAR GANJ",8052302188,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1422,ALLAHABAD  UP GRAMIN-KAKRI,VILLAGE KAKARINANPARA,8052302189,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1423,ALLAHABAD UP GRAMIN-NAWAB GANJ,"NAWABGANJ,BAHRAICH-271865",8052302190,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1424,ALLAHABAD  UP GRAMIN-KISHUNPUR MITHA,"KISHUNPUR MITHA,TEH.TEH-NANPARA",8052302191,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1425,ALLAHABAD UP GRAMIN-RASOOLABAD,"RASULABAD,SONARI,JARWAL,BAHRAICH-271904",8052302192,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1426,ALLAHABAD  UP GRAMIN-GULARA,"GULARA,TEH.BHINGA",8052302193,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1427,ALLAHABAD  UP GRAMIN-BADHAIA KALAN,"BADHAIA KALAN,P.O.KALANDARPUR,TEH.NANPARA",8052302195,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1428,ALLAHABAD UP GRAMIN-RAJWAPUR,"RAJWAPUR,NANPARA DEEWAN KOTHI,BALHA,BAHRAICH-271855",8052302194,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1429,ALLAHABAD  UP GRAMIN-BADA GAON,"BADA GAON,TEH.BAHRAICH",8052302196,BAHRAICH,BAHRAICH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1430,ALLAHABAD  UP GRAMIN-BHUJANGA,"BHUJANGA,TEH.BHINGA",8052302197,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1431,ALLAHABAD UP GRAMIN-MALHI PUR,"MALHIPUR,JAMUNHA,SRAVASTI-271834",8052302198,SHRAVASTI,BHINGA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1433,ALLAHABAD UP GRAMIN- LAKHIMPUR,"BUS STATION ROAD, LAKHIMPUR-262723",8052302220,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1434,ALLAHABAD  UP GRAMIN-ROSAN NAGAR,"ROSAN NAGAR,TEH.LAKHIMPUR",8052302240,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1435,ALLAHABAD  UP GRAMIN-UCHAULIA,"UCHAULIA,TEH.MOHAMADI",8052302248,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1436,ALLAHABAD  UP GRAMIN-SANSARPUR,"SANSARPUR,TEH.LAKHIMPUR",8052302242,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1437,ALLAHABAD  UP GRAMIN-MOODA-SAWARAN,"MOODA-SAWARAN,TEH.LAKHIMPUR",8052302226,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1438,ALLAHABAD  UP GRAMIN-BALAMIA BHARKHAR,"BALAMIA BARKHAR,TEH.MOHAMMADI",8052302204,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1439,ALLAHABAD  UP GRAMIN-BHANPUR,"BHANPUR,TEH.LAKHIMPUR,262901",8052302206,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0AU1440,ALLAHABAD  UP GRAMIN-GULAULA,"MUGALIPUR,GULAOLA,TEH.MOHAMMADI",8052302214,LAKHIMPUR KHERI,LAKHIMPUR,UTTAR PRADESH
